Year,Yield,District_Belagavi,District_ChickkaManglur,District_Dakshinakannada,District_Davanagere,District_Hassan,District_Kodagu,District_Mysuru,District_Shivamogga,District_Udupi,District_Uttarkannada,Tmax_cA_1,Tmax_cA_2,Tmax_cA_3,Tmax_cD_1,Tmax_cD_2,Tmax_cD_3,Tmax_cD_4,Tmax_cD_5,Tmin_cA_1,Tmin_cA_2,Tmin_cA_3,Tmin_cD_1,Tmin_cD_2,Tmin_cD_3,Tmin_cD_4,Tmin_cD_5,Rain_cA_1,Rain_cA_2,Rain_cA_3,Rain_cD_1,Rain_cD_2,Rain_cD_3,Rain_cD_4,Rain_cD_5,RHI_cA_1,RHI_cA_2,RHI_cA_3,RHI_cD_1,RHI_cD_2,RHI_cD_3,RHI_cD_4,RHI_cD_5,RHII_cA_1,RHII_cA_2,RHII_cA_3,RHII_cD_1,RHII_cD_2,RHII_cD_3,RHII_cD_4,RHII_cD_5
1985.0,2724.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.50908847625,1.95548933725,0.61022062125,0.29233050399999994,0.46586756900000004,0.12361938699999997,0.9914231619999998,-2.440882485,0.7400557985,0.8540756925,0.11015729475,0.0018675820000000343,0.6816722260000001,-0.10644972799999997,0.16894697599999997,-0.440629179,-0.8249973915,-0.06386458499999992,-0.11553639575,0.08786928299999996,-0.0066535229999999945,-0.17406445999999998,0.29316924600000005,0.462145583,-2.4876310825,-1.9394360002500002,-0.29003485,-1.0762093810000004,0.080327767,-0.43750537199999995,-0.12385686899999993,1.1601394,-2.51197621275,-2.3298670395,-0.414434333,-0.14959839899999983,-0.09516964399999983,-0.20265893699999982,-0.7307819850000001,1.657737332
1986.0,2715.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12519826875,1.79422708425,0.24643921675,-0.438710884,1.035446923,-0.585764138,-0.5827217530000001,-0.985756867,0.64926202725,0.48584154825000003,0.2332138375,-0.030005689000000058,0.903612878,-0.24303763,-0.301908643,-0.93285535,-0.8074835895,-0.16980537575,-0.12044520025,-0.22290820700000002,-0.05902373900000002,0.16385752599999992,2.084879409,0.481780801,-1.94079029575,-1.806700644,-0.410934107,0.6102784270000001,-0.6188927479999997,0.13850696500000037,0.44081285700000006,1.643736428,-2.1105511679999998,-2.2687711229999996,-0.13716266775,0.4809732330000003,-0.9184825730000001,0.39323942200000017,1.7081488079999998,0.548650671
1987.0,2602.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86614307275,1.65612251025,0.387909763,-1.678324763,-0.07656931199999994,0.10530852099999999,-0.029839587999999972,-1.551639052,1.2189686874999999,1.2499522074999998,0.2332138375,-1.2933350300000002,0.328915744,0.30440711499999995,-0.2199696830000002,-0.93285535,-0.555899062,-0.6878020792499999,-0.11226385925,-0.15719246199999998,-0.238382172,0.230766645,0.18653534000000005,0.449055437,-2.1265901855,-2.52957138775,-0.35350695975,1.19898653,0.16727735199999993,0.0932875339999999,0.518962159,1.414027839,-2.6006986657500004,-2.1626178087500003,-0.38610000225,1.9667635300000006,0.5291539410000001,-0.17966458099999993,0.3338496000000002,1.544400009
1988.0,2506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54817315125,0.8088719772499999,0.1251787485,0.848473359,0.1617125140000002,0.5950758090000001,-0.49812627799999987,-0.500714994,1.23265192525,0.565449176,0.065409461,0.4530810409999999,-0.15920216999999992,0.33718313299999997,0.04279536700000003,-0.261637844,-0.8036869565,0.267067412,-0.02676884675,0.06540752500000002,-0.411218481,-2.666414156,-1.301733394,0.107075387,-2.22452306525,-1.27770840425,-0.16309063025,-0.4176899399999998,0.022703603000000072,0.3061651380000001,-0.05677484700000002,0.652362521,-2.0008934115,-0.9197696835,-0.31931193675,0.15987668600000005,0.07196773999999984,-0.8968279579999999,0.49788873399999994,1.277247747
1990.0,3117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.935735156,1.16333554625,0.21612409975,-0.628748511,0.15302130099999994,0.048651055,0.8127280020000001,-0.864496399,1.0663429850000001,0.8357983675,0.24440079575,-0.47010961100000004,0.37050075299999996,-0.012476091999999994,0.17020239599999998,-0.977603183,-0.676324025,-0.7450829434999999,-0.19407726875,0.843744846,-0.20577154799999997,0.22909148099999999,-0.018169698999999984,0.776309075,-2.1892436405,-2.0509635205,-0.55601321525,0.7211740439999998,-0.302656402,0.3054134949999998,-0.9317121649999998,2.224052861,-1.63921013875,-1.72902234275,-0.35574179075,1.608574624,-0.13930282500000013,0.013878437000000021,-0.33463216600000023,1.422967163
1991.0,2704.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2689977815,1.2763134185,0.19591402175,-0.16947059400000009,0.056625681999999955,0.548464751,-0.388829593,-0.783656087,0.5315779325000001,0.41421346724999997,0.14371817,-0.533535034,0.279754732,0.555720148,-0.429943383,-0.57487268,-0.8363211724999999,0.08622573774999998,-0.2022586095,-0.07242696800000004,-0.11038547200000004,0.05615806900000009,3.2255252,0.809034438,-2.050746845,-2.2190496140000002,-0.67388999075,0.4318667260000002,0.05621711800000018,-1.4471360679999998,0.44934709399999995,2.695559963,-1.5460830907499998,-1.5670941655,-0.28085820225,0.032702664999999964,-0.033292842000000045,-0.7365685370000001,0.10159873500000005,1.123432809
1993.0,2829.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.427321456,1.23754844675,0.31717449,0.8245956529999999,0.532706489,0.02076780900000008,-0.511723594,-1.26869796,-1.45438853975,-1.64200271075,-0.44919062675,0.6385199099999999,-0.3157764089999999,0.0563372230000001,-0.5072791379999999,1.796762507,-0.815600581,-0.55399797,0.0881789935,0.060604769,-0.13577509099999996,-0.566396519,0.23771159900000005,-0.352715974,-2.1871290512500003,-1.57960932375,-0.53787832675,-0.3015281670000003,-0.5395777219999998,-1.382917402,0.35853178500000005,2.151513307,-2.45657526975,-1.47483769525,-0.43467314075,-0.706557133,-0.5703596200000001,-0.187605279,1.3139965719999998,1.738692563
1995.0,3242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76811946575,1.26972966675,0.357594646,0.0015506439999999344,-0.41317813700000006,0.24823156099999988,0.022856098000000102,-1.430378584,1.24027341325,1.09927960575,0.32270950475,-0.022599331999999972,-0.604977475,-0.22336113800000001,-0.04562992900000007,-1.290838019,-0.783776687,-0.45689939925,-0.1654425755,0.2555131199999999,0.11100054600000009,-0.39966978200000003,0.043857111000000004,0.661770302,-1.97267183225,-1.84886927925,-0.45324884675,0.05374189400000007,0.06720215100000004,-0.8551475179999999,0.29279092500000004,1.812995387,-2.29262687175,-1.621154346,-0.475150756,-0.03436191299999969,0.4689183200000002,-0.9089911370000001,-0.15261422300000005,1.900603024
1996.0,3202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34267467925,1.0917430965000001,0.398014802,-0.29409053500000004,-0.24825364000000005,-0.6354650619999999,0.061954465999999986,-1.592059208,1.1209559695,-1.4355060692500001,-0.382068876,-0.342295405,-0.873427537,-0.4233510730000001,0.18108270199999987,1.528275504,-0.768545158,-0.39299172925,-0.13680788225,0.32855183599999993,-0.06416517599999993,-0.999883531,-0.09057585599999995,0.547231529,-1.6375856512500002,-0.89296553175,-0.22354025875,0.7777189679999998,0.7306784270000001,1.0706519859999999,-0.791330363,0.894161035,-1.9761599395,-1.5078836672499998,-0.29300148675,0.5095151360000001,0.4146839560000002,0.532971678,-0.262402107,1.172005947
1997.0,2989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.037901536,2.384117745,0.48896015325,0.5161535179999999,-0.10660885600000003,0.5044695299999997,0.6044386839999998,-1.955840613,-1.8876403039999998,-1.92549104575,-0.50512541875,0.03534645199999997,0.16931110399999993,0.0945789330000002,0.22634153400000012,2.020501675,-0.8452578115,-0.718874562,-0.1916228665,0.142977574,-0.153588858,0.19256046599999999,0.017876793999999974,0.766491466,-2.4024234625,-2.203566466,-0.51672095675,0.231512704,-0.5932930000000001,0.37859177399999977,-0.08508695600000027,2.066883827,-2.3327148537499998,-2.67273729475,-0.56824927125,0.3601216919999999,0.4253239969999998,-0.02058884900000013,-0.1327780139999999,2.272997085
1998.0,3341.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.80772888825,1.7222545475,0.15549386575,-0.33058415100000005,-0.37686160600000007,-0.06288192799999992,0.31644683799999984,-0.621975463,1.2045332725,1.0433151765,0.34508342175,-0.13834064000000001,-0.3369062119999999,-0.13922574600000004,-0.0028819380000000283,-1.380333687,-0.7050034405000001,-0.573818403,0.119677156,0.16921831900000006,0.645712915,0.28169029599999995,0.49028369600000005,-0.478708624,-1.46079096375,-1.485002457,0.16938232625,0.017620706999999847,1.0009271240000002,0.6526340190000002,0.26297523300000014,-0.677529305,-1.95248006475,-1.6848147947499998,-0.0521596755,1.7991250249999997,1.6517993080000002,0.36565862300000007,0.10805894199999999,0.208638702
