Final_Approximation,H_L1,H_L2
100.57500076305,-4.159996033200002,-2.2700042726999925
99.11999893185,0.5400009156000039,0.9399948119999948
99.2799987793,-0.5399932860999996,0.2799987793000014
99.4799995422,0.7799987793000014,-0.04000091559998964
99.83750152585,0.32000732430000767,1.6749954223000145
102.62749671937499,0.16000366209999584,-2.405002594250007
99.552499771225,0.0,-0.13499832134999679
98.937496185275,1.3199920651999975,0.41500091555001006
99.81249809270001,-1.019996642999999,0.025005340700005263
101.767498016425,-0.209999083999989,4.81499481214999
103.024997711275,-0.18000030499999298,-2.389991760450002
99.55500411989999,-3.389999389500005,-0.06999969479998924
100.08000183095,-0.31999969480000345,-1.2900009152999985
99.774997711125,-1.309997558899994,0.3499984738500075
99.687499999975,0.0,-0.04499816895000208
100.16500091559999,0.8300018311000059,2.9300079348000025
102.01000404359999,-0.08000183110000592,2.950000762800002
101.202499389675,-0.4899978639000011,3.5149993896500007
100.839998245325,-0.16000366209999584,1.840000152350001
103.72999954245,0.9300079350000061,2.2399978641000047
101.797498703,0.5800018310000041,-0.4750022889999883
100.8724956511,-4.499999999899998,-3.505001067799995
99.09999847415,-0.1399993895999927,0.8099975586000028
99.26250076295,0.0,0.4650039672999924
99.2750015259,-2.4300003048000036,-0.5500030518000045
99.07999801635,0.29000091560000385,0.560005187999991
100.19999885562501,0.9799957276000129,-0.3099937437499989
99.662498474,0.8200073239000005,-0.14499664280000957
99.76749801635,0.7400054931,-0.08499908449999793
99.73999786375,-0.569992065400001,0.7299957275000111
99.8100013733,0.0,0.310005187999991
100.270002365225,0.0,-0.0999946595500063
101.575002670375,-2.190002441600001,2.060001373250003
101.550003051875,2.1100082400000133,3.0699996952500186
102.140003204,-0.1699981689000083,1.180000304999993
102.83500099175001,-2.419998168999996,0.26000595050000186
104.205001831,-2.7799987796999943,-1.25
102.8350009915,0.7600021370000007,2.9799995420000016
100.4525012971,5.9599914552000115,0.5850028998000028
100.319997787425,-4.919998168999996,0.22999954185000604
101.042499542,-0.7099990850000069,0.47499847400000306
100.40250015275001,2.5400085450000063,-0.29499816850000116
100.13500022894999,0.32999420199999463,0.4699974061000063
99.86750030515,-0.059997558600002776,-0.10499572750001107
99.9000015259,0.3300018310999917,-0.6999969481999955
100.065000534125,0.7899932861000138,0.609996795750007
100.054998397825,0.019989013599996497,-0.10000228875000516
99.967496871975,0.1100006104000073,0.3049964905499962
100.65999984735,0.0,1.0400009152999985
102.82749938949999,0.38000488279999445,-1.1849975589999957
101.55500030524999,0.5200042725000031,-1.580001831500013
101.33749961865,0.39999389650000694,0.3649940493000088
101.69250106825001,0.6900024410000043,-1.5750045774999961
101.09749603275,-0.5499954225000039,1.854995727500011
101.319999694725,0.950004577200005,-3.0599975585499806
99.3949985504,0.2600021362000007,0.46000289919999204
99.99999809262499,0.0,0.03000259374999814
