Final_Approximation,HH_L1,HL_L1,LH_L1,HH_L2,HL_L2,LH_L2,HH_L3,HL_L3,LH_L3
14.18406248093125,-1.0,0.5,-0.5,-1.0,0.5,-0.75,-1.3012504577999984,0.3493747711000008,26.6181249618625
15.12562489509375,0.0,0.0,0.0,-1.1350021363499962,-0.5675010681749981,45.287500381525,-0.887499809274999,0.5562500953625005,24.5012497901875
16.372812390326562,0.0,0.0,-2.0,-1.0,0.5,-2.75,-0.42750120161875316,0.7862493991906234,22.995624780653124
17.13999974728125,-4.159996033200002,-2.079998016600001,101.7100028994,0.2199974059999974,0.3599987029999987,44.434999465925,-1.2162508964875016,0.3918745517562492,20.5299994945625
18.33312475682031,-1.0,0.5,-2.5,-1.0,0.5,-4.75,-0.3237500190687541,0.8381249904656229,18.916249513640626
19.380000114448436,0.0,0.0,0.0,0.1399993896500007,0.06999969482500035,44.63999938965,-1.9924983978437538,0.0037508010781230894,17.010000228896875
20.194062471379688,0.0,0.0,-2.0,-1.0,0.5,-6.75,-1.01375102995625,0.493124485021875,14.638124942759376
21.256406307223436,0.5400009156000039,0.2700004578000019,99.4399986267,-0.2700004577999948,0.11499977110000259,44.6149997711,-0.8181247710937534,0.5909376144531233,12.762812614446872
22.403906464579688,-1.0,0.5,-4.5,-1.0,0.5,-8.75,-1.2643761634812485,0.36781191825937576,11.057812929159375
23.48874986173594,0.0,0.0,0.0,0.8374977111500073,0.41874885557500363,44.668750762925,-0.3399996757187509,0.8300001621406246,9.227499723471876
24.40124964713125,0.0,0.0,-2.0,-1.0,0.5,-10.75,-1.1687507629750016,0.4156246185124992,7.0524992942625
25.14765620231875,-0.5399932860999996,-0.2699966430499998,98.65000152585,-1.2025012971250035,-0.6012506485625018,46.313748359687494,-1.0843744278000003,0.45781278609999987,4.5453124046374995
26.100312471390623,-1.0,0.5,-6.5,-1.0,0.5,-12.75,-0.9862508773874978,0.5068745613062511,2.45062494278125
27.241406083101563,0.0,0.0,0.0,0.4325008393250016,-0.2837495803374992,44.5262498856125,-1.0093750954062521,0.49531245229687393,0.7328121662031251
28.21921849250625,-1.0,0.5,-2.5,-1.0,0.5,-14.75,-1.1318750381499996,0.4340624809250002,-1.3115630149874988
29.27062523365781,0.7799987793000014,0.3899993896500007,99.58999633785,-0.04249954222499497,0.22875022888750252,44.3437480926375,-0.94749975201875,0.526250123990625,-3.208749532684376
30.460937857640623,-1.0,0.5,-8.5,-1.0,0.5,-16.75,-1.068749904625001,0.46562504768749946,-4.828124284718751
31.529687762234374,0.0,0.0,0.0,0.012502670350002631,0.006251335175001316,44.906249046350005,-0.7012505530624971,0.6493747234687515,-6.690624475531251
32.64312517640625,0.0,0.0,-2.0,-1.0,0.5,-18.75,-1.280000209875002,0.35999989506249896,-8.463749647187498
33.31390619278281,0.32000732430000767,0.16000366215000383,99.13999938965,2.157497406074995,1.3287487030374976,45.5087490082125,-1.095625877418751,0.45218706129062447,-11.122187614434374
34.293437480921874,-1.0,0.5,-10.5,-1.0,0.5,-20.75,-1.0974998473124984,0.4512500763437508,-13.163125038156249
